"probe" "coef_cohort1" "se_cohort1" "P_VAL_cohort1" "N_for_probe_cohort1" "coef_cohort2" "se_cohort2" "P_VAL_cohort2" "N_for_probe_cohort2" "coef_cohort3" "se_cohort3" "P_VAL_cohort3" "N_for_probe_cohort3" "N" "coef.fe" "se.fe" "p.fe" "q.fe" "het.p.fe" "i2.fe" "h2.fe" "fdr"
"4004" "cg02451831" -0.0291378902515035 0.00458407103320141 2.47264702277344e-09 186 -0.0227541252634385 0.00495387329117952 9.8213020055302e-06 174 -0.0329233336648337 0.00509904972059686 2.0866230428609e-09 164 524 -0.0282345932161301 0.00280830817756709 8.82562049083548e-24 2.10826745187859 0.348494188058991 5.13537557970274 1.0541337259393 1.66989565307098e-20
"17966" "cg12223997" -0.0197165491590447 0.00345523254290761 6.06841470194892e-08 188 -0.0218663112923385 0.00360648920596685 1.20075281679393e-08 176 -0.0188281252479232 0.00368245885934083 1.12379831370818e-06 166 530 -0.0201421879122184 0.00206553234208932 1.8163307382978e-22 0.371055203830075 0.830665907294694 0 0.185527601915037 3.27302799041264e-19
"37515" "cg27537125" -0.0124744712390965 0.00208705885874322 1.61903445778409e-08 188 -0.0104933443355503 0.00208454281453868 1.4700707508219e-06 176 -0.0133464822473475 0.00235110551110162 8.70834682415609e-08 166 530 -0.012009031538456 0.00124939686695755 7.12480054600182e-22 0.902022222966377 0.636983764304271 0 0.451011111483188 1.22553046482637e-18
"32824" "cg23916896" -0.0519403074624773 0.00860712377897331 1.21739177564716e-08 188 -0.0482044668667124 0.00937702604106762 9.15018902566602e-07 176 -0.0509994193031755 0.00951182978481325 3.70488075327949e-07 166 530 -0.0504681304058054 0.00527602750106493 1.11601237395023e-21 0.0906516156306678 0.955686061116486 0 0.0453258078153339 1.83618001108802e-18
"31909" "cg23161492" -0.036066262739058 0.00555488989453129 1.19194468460963e-09 188 -0.0314010203624515 0.00640129458220586 2.5786040739805e-06 176 -0.0296704423412491 0.0058858871320637 1.54021604195798e-06 166 530 -0.0325826223669721 0.00341638824594273 1.46805106584808e-21 0.672165926932447 0.71456382066544 0 0.336082963466224 2.31474951807596e-18
"19123" "cg13193840" -0.0186356880817874 0.00302848055147616 6.80579520946056e-09 187 -0.0167890265632967 0.00337608788305418 1.93495634927934e-06 175 -0.0181934536943726 0.00346524977914425 6.17259373910083e-07 165 527 -0.0179256387635256 0.00188967338128256 2.39830088227815e-21 0.17428696255636 0.916545579067101 0 0.0871434812781799 3.63026007948679e-18
"19367" "cg13388830" -0.0261609000389972 0.00470468426160225 1.21713256848194e-07 188 -0.0261282211308648 0.00584462582877073 1.6113084512702e-05 176 -0.0306251730449553 0.0052670974742329 4.55810227784417e-08 166 530 -0.0276085310669773 0.00300829000025646 4.41284108881508e-20 0.486851944948927 0.783937506838114 0 0.243425972474464 6.42272048011309e-17
"31471" "cg22851561" -0.0307432866484013 0.00481367370914894 2.08741215796915e-09 187 -0.0267774788080334 0.00589568844526635 1.20188732781834e-05 176 -0.0267528260174299 0.0057254143584719 7.44868107658754e-06 165 528 -0.0284410066549906 0.00312451152282914 8.82394502295796e-20 0.39530616361624 0.820654503736335 0 0.19765308180812 1.23672491688435e-16
"9713" "cg06235438" -0.021073998781309 0.00382019228435659 1.49961419045282e-07 188 -0.0196420955475182 0.00456156208010917 3.1279619555018e-05 176 -0.0220171058975318 0.00378071370547164 4.36597566968595e-08 166 530 -0.0210587991112257 0.00231532890008338 9.42551778525866e-20 0.16072045952135 0.922783872293229 0 0.0803602297606751 1.27385872867771e-16
"22211" "cg15331301" -0.0197053472971163 0.00408289921382837 3.42101580718242e-06 188 -0.0194375358292979 0.0040940245570592 5.07383108399632e-06 176 -0.026987946577138 0.00435985450099297 7.4863016884162e-09 166 530 -0.0218367288112113 0.00240940454987213 1.26768429765887e-19 2.01190389994852 0.365696344427146 0.591673387025211 1.00595194997426 1.6541968686899e-16
"21595" "cg14817490" -0.0338092978206836 0.00592274789571576 6.00756681615919e-08 188 -0.0274712548633495 0.0071508829940594 0.000185438819740221 176 -0.032730873416519 0.00554808000756981 3.0434868674787e-08 166 530 -0.0318356035320918 0.00352343122593197 1.6340666948007e-19 0.509581757755583 0.77507856631412 0 0.254790878877791 2.00076578154456e-16
"1225" "cg00706683" 0.0264121926289473 0.0044836088225325 2.47535385380821e-08 188 0.0256186744214581 0.00491631021554452 6.67648134802952e-07 176 0.0230014090730488 0.00513818043620429 1.65494092414795e-05 166 530 0.0251561589999126 0.00278428026452259 1.63901853041281e-19 0.263191705801352 0.87669523732872 0 0.131595852900676 2.00076578154456e-16
"10297" "cg06644428" -0.0247999830073298 0.00444213354441023 1.09493198060376e-07 188 -0.025911200724964 0.00527299009537766 2.48485850650306e-06 176 -0.0260914612995914 0.00518354750251997 1.59092754674778e-06 166 530 -0.0255107091347768 0.00284140712851373 2.75243298587175e-19 0.043919956283696 0.978279386826594 0 0.021959978141848 3.25492403285496e-16
"34600" "cg25317941" 0.0150284965711217 0.00256591099672378 2.92149700625781e-08 188 0.0161240592834194 0.00287070991237115 1.0288434323856e-07 176 0.0121430305133458 0.00312398309750053 0.000161839179603121 166 530 0.0145953732806354 0.00163147721570272 3.68232878347138e-19 0.928294655225021 0.62867092705724 0 0.464147327612511 4.22262684315527e-16
"30049" "cg21611682" -0.0201908009108017 0.00369449157500782 1.90955560979581e-07 188 -0.0185176805525275 0.00400702239694839 8.6431663528629e-06 176 -0.0195501594495753 0.00365568902896221 3.94346427927942e-07 166 530 -0.0194676012396191 0.00218024517674916 4.29534747715457e-19 0.0950277203197158 0.953597256030622 0 0.0475138601598579 4.78072174207303e-16
"21339" "cg14624207" -0.0252242490019337 0.00418879917975787 1.29692249677043e-08 188 -0.0237850244931605 0.00485796872527381 2.68508944664247e-06 176 -0.0214449748647808 0.00515583503487072 5.79798531214804e-05 166 530 -0.0237411973137658 0.00270186802286108 1.53665981257989e-18 0.323782977264414 0.850533492085599 0 0.161891488632207 1.66143658936137e-15
"8403" "cg05341781" 0.0147548198265864 0.00276175254660339 3.37993115786705e-07 188 0.0150359799963165 0.00298597591357368 1.45941193086689e-06 176 0.0153100933272981 0.00323257895624977 5.67509391229624e-06 166 530 0.0150046184158283 0.00171760619711296 2.41994792709283e-18 0.017221416138516 0.991426257900321 0 0.00861070806925802 2.54376859602908e-15
"9837" "cg06330797" -0.15607666632282 0.0274049017358391 6.52817715607909e-08 186 -0.139433360724745 0.0338036579198039 6.41665350967922e-05 174 -0.146495556164761 0.0287185797148608 1.20484322007708e-06 164 524 -0.148419146195616 0.0171018500446597 4.00869913500107e-18 0.153224614269564 0.926248884088998 0 0.076612307134782 4.09992412612731e-15
"24619" "cg17170758" -0.00629044001732291 0.00116006096402604 2.33089616726265e-07 188 -0.00657539857877284 0.00140139970912626 6.42433522180919e-06 176 -0.00651587557895096 0.0014343086438671 1.26380291894324e-05 166 530 -0.00643694506537245 0.000758455984168884 2.12210267356943e-17 0.0287384769798428 0.985733506307252 0 0.0143692384899214 2.11327919403196e-14
"11539" "cg07427945" -0.00545368068929499 0.00100696009374429 2.42288847621665e-07 187 -0.00475480910868133 0.00121059011656423 0.000135201986806925 175 -0.00642289666689448 0.00124082316993427 8.57297964707687e-07 165 527 -0.00551952583841186 0.000656804976986545 4.32998388486926e-17 0.933351633763997 0.627083347299146 0 0.466675816881998 4.20141667105699e-14
"5780" "cg03560424" 0.0222280070377713 0.00478523837364685 7.43181992177244e-06 188 0.0258163446167213 0.00477760575117716 2.77611800215272e-07 176 0.0207673380314475 0.00481159338456856 3.14432194680034e-05 166 530 0.0229482289653769 0.00276632355846976 1.08066345585053e-16 0.588485352944312 0.745095652317152 0 0.294242676472156 1.02236166240739e-13
"22774" "cg15780361" 0.032337808389237 0.0067261789677514 3.70731301519719e-06 188 0.0312481416399469 0.00713853544859215 2.35024413441987e-05 176 0.0350841618011396 0.0070627367952078 2.11863768114578e-06 166 530 0.0328829096609924 0.00402341822463574 3.01116352633367e-16 0.156150528929505 0.924894812210836 0 0.0780752644647527 2.77923049179314e-13
"23739" "cg16517298" -0.0453676387600399 0.00948829898306043 4.17584806017583e-06 187 -0.0497013553936476 0.010006543975209 1.986688990286e-06 175 -0.0410512723408932 0.00957270411844712 3.52461825748013e-05 165 527 -0.0452482112500128 0.00558953544400089 5.71868206485251e-16 0.390422941624394 0.822660670939822 0 0.195211470812197 5.15253254043211e-13
"3124" "cg01899089" -0.0266733679628715 0.00546670072334879 2.71720493420111e-06 188 -0.0273244688163617 0.00599730023698807 1.13315695058754e-05 176 -0.0285872202835914 0.0062560170167028 1.13300035721526e-05 166 530 -0.0274451533404804 0.00339392049542043 6.13717651075404e-16 0.0536628698755238 0.973525330052002 0 0.0268314349377619 5.40100077953382e-13
"33098" "cg24134897" 0.043182870957822 0.00790565656271318 1.93511250086492e-07 188 0.0361915257872205 0.00929364405957425 0.000152683374433624 176 0.0429572441970259 0.00959613931084435 1.65530152157124e-05 166 530 0.0410132429105068 0.00510061838412224 8.92266135606298e-16 0.385529528106958 0.82467594475022 0 0.192764764053479 7.67389434173034e-13
"7483" "cg04716530" -0.0175708016796597 0.00385479298087382 1.07081221140615e-05 188 -0.0178589162736055 0.00439642022066226 8.10553360480612e-05 176 -0.0203499235393483 0.00388917657420933 6.61922773922936e-07 166 530 -0.0186436859516914 0.00232402932777542 1.03919578521869e-15 0.301797901650792 0.859934589949513 0 0.150898950825396 8.73894375649907e-13
"5745" "cg03539970" 0.00602790231299036 0.00142544359419251 4.09161797305335e-05 188 0.00722201730537796 0.00151811193914047 4.87393859809667e-06 176 0.00632798896789113 0.00131847133333815 4.34638405868865e-06 166 530 0.00648800467348361 0.000816140779531232 1.87092608152782e-15 0.35269099443853 0.838328293202255 0 0.176345497219265 1.53912140819948e-12
"5477" "cg03376029" -0.0186522781826106 0.00359836992962466 7.00584113993603e-07 188 -0.0196870200069793 0.00390386015392031 1.41234319402704e-06 176 -0.0140843503372505 0.00408058401626776 0.000755058103188616 166 530 -0.0176348689235767 0.0022200168090824 1.96436614832076e-15 1.11334927133898 0.573111703827271 0 0.556674635669489 1.58160731456924e-12
"23521" "cg16359657" -0.039015077763498 0.00888799805461953 2.14458981162696e-05 188 -0.0383895785522089 0.00845898049547757 1.21963457397578e-05 176 -0.0405393418316243 0.00845815575929936 4.46866221258026e-06 166 530 -0.0393244605429696 0.00496216544798626 2.28405710746997e-15 0.0340570343501226 0.983115648554101 0 0.0170285171750613 1.80069352210164e-12
"19790" "cg13643006" 0.0202465389317013 0.00435060313521744 7.20109329623775e-06 187 0.021235205349759 0.00491637980866489 2.97947410057354e-05 175 0.0209941335780202 0.00445621169838682 6.34310079268836e-06 165 527 0.0207899066374673 0.0026300974141024 2.68763642190623e-15 0.0259028168787984 0.987132100144193 0 0.0129514084393992 2.04172426703568e-12
"8732" "cg05566582" -0.0455520258883237 0.0101763271197893 1.50401879785244e-05 188 -0.0565520872653555 0.0112036325182954 1.38336917961895e-06 176 -0.051074383884233 0.0122128159863735 5.31184624302728e-05 166 530 -0.0506762042910904 0.0064113420129946 2.69769603487617e-15 0.529675301963176 0.767330515220003 0 0.264837650981588 2.04172426703568e-12
"6885" "cg04313565" -0.0231317714204053 0.00459510214075822 1.37273989636364e-06 188 -0.0241560762854879 0.00531994538522687 1.20791541140071e-05 176 -0.0209739773360145 0.00514837659790805 8.0423096324081e-05 166 530 -0.0227562861780034 0.00288170300981244 2.8611210165458e-15 0.195756438273934 0.906759322963225 0 0.0978782191369671 2.12295179427698e-12
"29549" "cg21200408" 0.0106364585033464 0.00241897668752618 2.08885338914009e-05 187 0.0123972465608839 0.00239561765994711 7.91191057759213e-07 175 0.0103212816331736 0.00260495636629323 0.000122948489371667 165 527 0.0111651067572966 0.00142492458794046 4.66693422988824e-15 0.417227805993818 0.811708573397707 0 0.208613902996909 3.39627163706598e-12
"27681" "cg19704102" 0.0596582820446085 0.0116436785968554 9.24799205918689e-07 187 0.0599755748472372 0.0124231407835714 3.62876462809845e-06 175 0.0526842775633145 0.0154662123309714 0.000881115983816689 165 527 0.0581557715184877 0.00744612782091497 5.70958481697741e-15 0.163263155938435 0.921611438114283 0 0.0816315779692177 4.07664355932187e-12
"14784" "cg09795027" 0.0273035040832061 0.00557526323886741 2.51140027592979e-06 188 0.0322468856137157 0.00661363100862346 2.93116781074782e-06 176 0.0251668038123532 0.00693984203282103 0.000413111300639462 166 530 0.0282092332969339 0.00363223141118831 8.07708620929507e-15 0.591302419405841 0.744046899106031 0 0.29565120970292 5.66024252466933e-12
"35311" "cg25912037" 0.0208553720840461 0.00435319706796936 3.98871394834155e-06 188 0.0216636919825155 0.00506852196547649 3.54965023479745e-05 176 0.0203558499227081 0.00468433407472996 2.79856309694518e-05 166 530 0.0209187512870874 0.00269907769803468 9.165179155669e-15 0.036253369435146 0.982036615446332 0 0.018126684717573 6.30597653834229e-12
"17762" "cg12075928" -0.0368825879256891 0.00901106620393155 6.96604242409703e-05 188 -0.040795582193591 0.0089007505801483 1.01212716690775e-05 176 -0.0401782769728954 0.00850213312440725 5.93092086273829e-06 166 530 -0.0393324125475882 0.00507857668559963 9.57543944627696e-15 0.110833574059663 0.946090747416112 0 0.0554167870298317 6.47060320582166e-12
"12148" "cg07826859" -0.0176600032519032 0.00346144030249415 1.01292278192692e-06 188 -0.0141457436378382 0.00434891976921262 0.00143626088082449 176 -0.0177902791600648 0.00364542087978657 3.08385742113172e-06 166 530 -0.0168281486506742 0.00217399216557033 9.88968816474369e-15 0.507851909979774 0.775749240280284 0 0.253925954989887 6.56571192158299e-12
"18443" "cg12623536" 0.0126364940661572 0.00251728816862402 1.47114941040101e-06 187 0.0110462092314729 0.00305215356969331 0.000414448237722907 175 0.0119667352568122 0.00256895089454634 7.90841595381399e-06 165 527 0.0119832452907877 0.00154916366560475 1.03159769164904e-14 0.161638141442681 0.922360558379087 0 0.0808190707213405 6.73064135299709e-12
"30640" "cg22136749" 0.0185822171620768 0.00393023718045383 5.22409074829636e-06 188 0.0158722984958717 0.00478027639443248 0.00114951904274158 176 0.0242892487377247 0.00458547073517421 4.95864864539224e-07 166 530 0.019561524185218 0.00253136900361499 1.09553271027917e-14 1.72070816472066 0.423012274612538 0 0.860354082360329 7.02663539362445e-12
"3622" "cg02194908" -0.0273603244909193 0.00558891284305132 2.54599294438111e-06 187 -0.0241783284787323 0.00713538181857588 0.0009155369353378 176 -0.0303248188077688 0.00635504871853674 4.92027363247758e-06 165 528 -0.0275030295564761 0.00361749077403427 2.89809318839106e-14 0.414914066371139 0.812648157925573 0 0.207457033185569 1.82782737391824e-11
"14601" "cg09651136" 0.026872167592321 0.00559257827869804 3.75220902045288e-06 188 0.0288469319783803 0.006651099362496 2.76204647535017e-05 176 0.0249856644695248 0.00625282277653101 0.000107977099171013 166 530 0.0268271241059912 0.00353211855125352 3.07332676444172e-14 0.179017159635277 0.914380419873395 0 0.0895085798176384 1.9065710068853e-11
"3729" "cg02270010" -0.021957451551156 0.00495472325556658 1.80688336625105e-05 188 -0.0226083105030675 0.00520275936935504 2.67198708736765e-05 176 -0.0225644241137719 0.00517206649113394 2.61329921515643e-05 166 530 -0.0223636304739489 0.00294806738960497 3.30285463069725e-14 0.0104393328946336 0.994793932340926 0 0.00521966644731682 2.01591330540073e-11
"32537" "cg23667432" -0.0202366930329246 0.00445691188749984 1.15774458803882e-05 187 -0.0182892255918364 0.00477673756310345 0.000194952529541072 175 -0.0223074368736908 0.00477204251844508 7.38808554520871e-06 165 527 -0.0202771144032397 0.0026911145953357 4.88938820332081e-14 0.35428955936712 0.83765849981089 0 0.17714477968356 2.93689251412803e-11
"1807" "cg01062937" 0.0110003827243552 0.00300176741457791 0.000344159952751878 188 0.0116248952744199 0.00282764437761303 6.7143553352361e-05 176 0.016061665384332 0.00305130247660027 5.75251686135746e-07 166 530 0.0128105739466362 0.00170633619273054 6.01984517866089e-14 1.6747263743729 0.432850365383515 0 0.837363187186448 3.55942158204508e-11
"6682" "cg04180046" 0.0448360571861109 0.0100398158095892 1.57017026050548e-05 188 0.0436246025116004 0.0118952472943885 0.000348506327829901 176 0.0494931709244561 0.0103964408546747 5.12189995245265e-06 166 530 0.0461518110119365 0.00617330677903662 7.66029553995002e-14 0.165606788481027 0.92053211134513 0 0.0828033942405136 4.45970621265828e-11
"24911" "cg17393635" -0.0222704307908467 0.00492749826682339 1.25714414870766e-05 188 -0.0207447264998026 0.00556251920697546 0.000279118433507683 176 -0.0222859469020638 0.00482717481857052 9.32937405299722e-06 166 530 -0.0218526058546658 0.00293079810211234 8.90560593006934e-14 0.0549171183913606 0.972915000098191 0 0.0274585591956803 5.10615060008612e-11
"24099" "cg16737267" 0.00429497760983263 0.00110701963277141 0.000156748875340408 188 0.00619504349127423 0.00124212363309553 1.80294811228053e-06 176 0.0044263792682683 0.00106865698699876 6.19871596768996e-05 166 530 0.00487049118389318 0.000653751710492214 9.32959355492724e-14 1.58010392446778 0.453821213105649 0 0.790051962233892 5.26941013888890e-11
"11423" "cg07339236" -0.0163961204733194 0.00349035290029952 5.94940237910794e-06 188 -0.0133844804127808 0.00390417941542219 0.000800524986587451 176 -0.0178892873901937 0.00378849058271133 6.02258256950038e-06 166 530 -0.0159657534913253 0.00214489795700032 9.79809649027959e-14 0.710121799965656 0.701130743058154 0 0.355060899982828 5.45264069684059e-11
"3734" "cg02272968" 0.032010266465724 0.00767170238314142 5.16098308931332e-05 185 0.0301501563781205 0.00864445743693605 0.000657264923065417 173 0.0391352425956806 0.00763633477571082 1.08540888776137e-06 164 522 0.0340575760992648 0.00458726850444671 1.1331845777302e-13 0.717672644920436 0.698488668902602 0 0.358836322460218 6.21477837542989e-11
"610" "cg00356645" 0.0131035708609548 0.00287609420923001 1.080418633535e-05 188 0.0111114737211404 0.00325720384582551 0.000847655621135743 176 0.0126871647184528 0.00265019541879017 4.57708751448397e-06 166 530 0.0124125578842803 0.00167242409077185 1.15455347854439e-13 0.228020753928742 0.89224869700143 0 0.114010376964371 6.24151610501098e-11
"141" "cg00073090" -0.0168797243020007 0.00367252130247876 9.13156223729974e-06 188 -0.0161610746749229 0.00389924893470973 5.8980630883118e-05 176 -0.0162019202813278 0.00403407985497968 0.000100021919574966 166 530 -0.0164381505329981 0.00222848610256109 1.62656712538205e-13 0.0229354548483259 0.988597776329806 0 0.011467727424163 8.63736168601066e-11
"36790" "cg26972389" 0.0238552034356016 0.0052549814131409 1.15726742586237e-05 188 0.0253358063415726 0.00580574340641962 2.48107143609228e-05 176 0.0223886558778656 0.00580627291737994 0.000181411230712189 166 530 0.0238596509408896 0.00323520460440791 1.64338576553239e-13 0.128831844768841 0.937614943376892 0 0.0644159223844204 8.63736168601066e-11
"11004" "cg07090714" -0.0273683723070991 0.00608265869425908 1.39137862262112e-05 184 -0.0232614755572658 0.00658387186360101 0.000562302892585446 173 -0.0298212545708723 0.00644120746680479 9.07053689504916e-06 162 519 -0.0268882811509879 0.00367111336869629 2.40175500293995e-13 0.517018001514036 0.772202080614609 0 0.258509000757018 1.24503031261991e-10
"31802" "cg23082877" 0.013645110767307 0.00313310023844045 2.46666695299e-05 188 0.0150862103290151 0.00377943245363682 0.000105975579179691 176 0.0153967978948548 0.00355944913139471 3.02828205566802e-05 166 530 0.0145986163887757 0.00199677714036226 2.64984948695219e-13 0.159547677587847 0.923325143102852 0 0.0797738387939233 1.35507573358439e-10
"37538" "cg27550918" -0.00734991801459136 0.00182401643926596 8.92376105759585e-05 187 -0.00971826092316317 0.00188292805237841 8.41309125189577e-07 175 -0.00681125218103012 0.00197917448384367 0.000783036413012883 165 527 -0.00798302312917682 0.00109244879414595 2.72244400438467e-13 1.32027715683206 0.516779715015015 0 0.660138578416028 1.37363634685233e-10
"28592" "cg20430496" 0.00629093726975145 0.00154602122581682 7.64101116958869e-05 188 0.00790221281639221 0.00173768729650175 1.17407235071878e-05 176 0.00718263886092334 0.0017654197703021 8.20858454258311e-05 166 530 0.00705673867004872 0.000966553987893293 2.85794942211148e-13 0.487176682667573 0.783810230132515 0 0.243588341333787 1.42303318462556e-10
"24273" "cg16891318" -0.00836912035243219 0.00214132476360531 0.00014083798519048 188 -0.0101900622401761 0.00237735153632946 3.38272787687728e-05 176 -0.00959123968110439 0.00216890150225326 2.06078283485779e-05 166 530 -0.00932695713102862 0.00128289148333098 3.58791072370984e-13 0.346741840035867 0.840825677920842 0 0.173370920017933 1.76329503385231e-10
"22681" "cg15704699" 0.0244525087700383 0.00545136674596243 1.45363641371088e-05 187 0.022668436618158 0.00559289887466546 8.42050834162903e-05 175 0.023138826851214 0.00578259902174432 0.000106147554390466 165 527 0.0234441718257673 0.00323550407462815 4.29544799996362e-13 0.056239710854481 0.972271827762158 0 0.0281198554272405 2.0839531181362e-10
