"probe" "coef_cohort1" "se_cohort1" "P_VAL_cohort1" "N_for_probe_cohort1" "coef_cohort2" "se_cohort2" "P_VAL_cohort2" "N_for_probe_cohort2" "coef_cohort3" "se_cohort3" "P_VAL_cohort3" "N_for_probe_cohort3" "N" "coef.fe" "se.fe" "p.fe" "q.fe" "het.p.fe" "i2.fe" "h2.fe" "fdr"
"12753" "cg08253374" -0.00849512610853626 0.00168563202815117 1.23865847469894e-06 205 -0.0071942553485899 0.00148837517686809 3.37042210931219e-06 188 -0.00719765477493665 0.00177253858524771 8.0701203906396e-05 183 576 -0.00760340378154834 0.000944220840062508 8.10737823003892e-16 0.407822320404814 0.815534819917411 0 0.203911160202407 1.27833086242139e-12
"6059" "cg03735888" -0.0016821084157049 0.00035538414466591 4.80166199912102e-06 205 -0.00180134298144634 0.000358967066117303 1.50181547877177e-06 188 -0.0016054748920749 0.000391084351017427 6.79884089862788e-05 183 576 -0.00170120572509652 0.00021215924698499 1.07016347956149e-15 0.140624808610123 0.932102581557023 0 0.0703124043050614 1.61988505574263e-12
"14892" "cg09878914" -0.0114861262100744 0.00230952017588493 1.66884185064926e-06 205 -0.0113400471637438 0.00248572494095423 1.0681329352937e-05 188 -0.0105292250771482 0.00243731713889461 2.92115186870254e-05 183 576 -0.011129284552646 0.00138988229908561 1.17199354141262e-15 0.0916750618765742 0.955197139567628 0 0.0458375309382871 1.7057915228514e-12
"27721" "cg19725935" -0.015310263252211 0.00349670657879504 2.1405507331816e-05 205 -0.0153133184993504 0.00350315859351124 2.33808435300802e-05 188 -0.0174713664937107 0.00345908826474874 1.33473945170861e-06 183 576 -0.0160429569571951 0.00201273226023661 1.57732474242515e-15 0.257809595129899 0.879057649990868 0 0.128904797564949 2.20562659010342e-12
"25119" "cg17543218" 0.00600254752794795 0.00130155631224316 8.08091981930083e-06 205 0.00574795856668396 0.0013630248404265 4.33120672039034e-05 188 0.00758935267389716 0.0015071965659311 1.42927220061397e-06 183 576 0.00636046610290685 0.000798399058713382 1.6319841584191e-15 0.942346728643773 0.62426934299828 0 0.471173364321886 2.20562659010342e-12
"9550" "cg06126421" -0.033484539312268 0.00690383130763891 2.88306366842551e-06 205 -0.0325544550140997 0.00762710914441578 3.5356259837179e-05 188 -0.0351462553032003 0.00754296262323444 7.24731514825819e-06 183 576 -0.0337216430811212 0.0042353611963202 1.69378327492958e-15 0.0602686591940908 0.970315182746213 0 0.0301343295970454 2.21021195482362e-12
"1225" "cg00706683" 0.0167688664255029 0.00369980711035574 1.13043383683829e-05 205 0.0161275366211611 0.00365285310032611 1.95743141064419e-05 188 0.0172846412917463 0.00362398861975351 4.54444409936683e-06 183 576 0.0167296437498587 0.00211222672020043 2.36780861135902e-15 0.0507355230213506 0.974951296528239 0 0.0253677615106753 2.98675378236826e-12
"10987" "cg07073096" 0.00678704933682293 0.00155666882531313 2.31658615055114e-05 204 0.00663658733518763 0.00156858616959757 4.11501607071447e-05 187 0.00729212511906018 0.00144868533652062 1.45079164953857e-06 182 573 0.00692560442477447 0.000878549457014266 3.19615821010488e-15 0.105881734044375 0.948436094674672 0 0.0529408670221873 3.90158125763836e-12
"4126" "cg02524834" 0.0116946060389865 0.00243134178140797 3.43900290599463e-06 205 0.0105442920412085 0.00271312289784976 0.000154116746210685 188 0.0131310142816326 0.00268321364400962 2.66010021894817e-06 183 576 0.0117920143886168 0.00150090205111278 3.94643411653552e-15 0.46212794319433 0.793688690877969 0 0.231063971597165 4.66690499493554e-12
"20772" "cg14259466" -0.015111837331389 0.00292465158034464 6.93945821038467e-07 205 -0.013299389428606 0.00312446313915129 3.70433118419474e-05 188 -0.0126608601469292 0.00310650327694412 7.61998721296599e-05 183 576 -0.0137506008466942 0.0017596248138513 5.51784630851704e-15 0.360541081323044 0.835044267420624 0 0.180270540661522 6.327464848694e-12
"10441" "cg06738867" -0.0119240381474842 0.00260238482375997 9.20800875734965e-06 204 -0.0133651608942247 0.00306491450305555 2.45028013133772e-05 187 -0.0120987276630117 0.00282988434975632 3.50439398299466e-05 182 573 -0.012386399681185 0.00162438805524825 2.43521611333489e-14 0.143880220859647 0.930586626575421 0 0.0719401104298233 2.71039553414174e-11
"28610" "cg20441894" 0.00968340510890603 0.0020591519048802 5.47958203208888e-06 205 0.00981349860464665 0.00211737589831433 7.87855304512175e-06 188 0.00947812929447772 0.00250470217277371 0.000227099138885126 183 576 0.0096774153202989 0.0012717522725605 2.75130857418249e-14 0.0104696171142211 0.994778869176025 0 0.00523480855711054 2.97471483040611e-11
"35915" "cg26360924" 0.019186695784387 0.00394505171433732 2.71854738810942e-06 205 0.0170573605945342 0.00382002894676931 1.59416368546941e-05 188 0.0175838670642945 0.00466972038908498 0.00024303919118777 183 576 0.0179584012055085 0.00236598237953399 3.19285261212872e-14 0.15900800733274 0.92357432227775 0 0.0795040036663698 3.35622023744931e-11
"1694" "cg00998774" -0.00442908422349816 0.000876642710823142 1.17669534711301e-06 204 -0.0042234922092609 0.000943389623316272 1.52614449132819e-05 187 -0.00355291949939216 0.00103020201688235 0.000743726372250001 182 573 -0.00411529491299931 0.000544971344527073 4.30614409139122e-14 0.439272176681747 0.802810897055635 0 0.219636088340873 4.39041086917013e-11
"8308" "cg05288172" 0.0220120189600649 0.00552397103245099 0.000102016126789158 205 0.0266756753768346 0.00590726619596071 1.29464625570411e-05 188 0.0256127297336539 0.00557827925696737 9.63434541819192e-06 183 576 0.0246771183605985 0.00326921555971415 4.40874195413733e-14 0.375361402954546 0.828879324928381 0 0.187680701477273 4.39041086917013e-11
"30560" "cg22065614" -0.0124390110617014 0.00282769740215003 1.96770154315812e-05 205 -0.013597805419935 0.00298107450466034 1.07121232020977e-05 188 -0.0119897233250453 0.00292474687928146 6.95235856058101e-05 183 576 -0.012658682679362 0.00167956177962778 4.81289372960153e-14 0.157592473932803 0.92422822880734 0 0.0787962369664014 4.66998780809183e-11
"34814" "cg25474648" 0.0203676168321721 0.00474549922055928 3.11404476143636e-05 198 0.0219970509097866 0.00486456159809875 1.30491381450169e-05 181 0.0200982637436813 0.00475133508674 4.25919605221241e-05 178 557 0.0208022971042021 0.00276331439983082 5.15139275753769e-14 0.0906674947367831 0.955678473426418 0 0.0453337473683915 4.86188689759017e-11
"26578" "cg18760587" -0.00619862064886764 0.00140720017719108 1.920179730414e-05 205 -0.00601511321084416 0.00127401765450925 5.45861338563852e-06 188 -0.00618895530509829 0.00160096026864463 0.000168217910000572 183 576 -0.00612131418749223 0.000813451859508562 5.26762229272229e-14 0.011751836507399 0.994141311191175 0 0.0058759182536995 4.86188689759017e-11
"7896" "cg05000039" -0.0262656577128012 0.00623877814927068 4.22886049230029e-05 205 -0.0302602779881652 0.00668896611966477 1.25159289231609e-05 188 -0.026396323624297 0.00612166985223932 3.01680426338369e-05 183 576 -0.027507076157232 0.00365814817529088 5.50285604009103e-14 0.241934811662952 0.88606283960373 0 0.120967405831476 4.95807329212202e-11
"26976" "cg19109608" -0.00929564223884675 0.00229238681672066 7.82290244893415e-05 203 -0.00987250825799992 0.0023020270824977 3.27239313549566e-05 187 -0.00996247565851739 0.00217467424989719 1.01627541490645e-05 181 571 -0.00971881133859668 0.00130139440379249 8.14238274032109e-14 0.051088344437571 0.974779319849356 0 0.0255441722187855 7.06984903193018e-11
"30818" "cg22304262" -0.0191953071782679 0.00436006657487159 1.93928298135283e-05 205 -0.0192606175770152 0.00468392719042202 6.5322112230456e-05 188 -0.021017994142193 0.00475244383309525 1.93155806268833e-05 183 576 -0.0197826853781986 0.00264943919790099 8.22032021047851e-14 0.0981363297664453 0.952116226595073 0 0.0490681648832227 7.06984903193018e-11
"3542" "cg02145932" -0.00332987327101965 0.000769469786799422 2.63583388835464e-05 205 -0.00389628427984925 0.00073773932743896 4.58485962537814e-07 188 -0.00266133873319137 0.000844653400900807 0.00198761077764608 183 576 -0.0033509046395093 0.000450470079172758 1.01693139488839e-13 1.21374063598969 0.545054048326449 0 0.606870317994846 8.55171507674808e-11
"22794" "cg15799226" 0.0117753636179892 0.00264901207184151 1.6260879502013e-05 205 0.0117609152678139 0.00262005747350515 1.44695349544745e-05 188 0.0112889945947379 0.00291307431394316 0.00016239173061945 183 576 0.0116290184414292 0.00156937426379797 1.26326638259673e-13 0.0192106118326979 0.99044067768789 0 0.00960530591634893 1.03922883587446e-10
"32686" "cg23797439" -0.00721265831457645 0.00176895384548196 7.13468359008949e-05 205 -0.00751092502268387 0.0016436500250729 1.03485679905018e-05 188 -0.00722645617515425 0.00173873602202885 5.57903279391692e-05 183 576 -0.00732531725589829 0.000989905547026604 1.36167707303234e-13 0.0200406991269282 0.990029686872234 0 0.0100203495634641 1.09635284675936e-10
"36380" "cg26696870" 0.0202368151451169 0.00447038294057718 1.17023292035299e-05 202 0.0196956093320469 0.00485193964337623 8.05852373304009e-05 186 0.0205025967430916 0.00490557676288161 5.15123867826957e-05 180 568 0.0201477203944363 0.0027310541581423 1.61569707564218e-13 0.0143132787313436 0.992868908396131 0 0.00715663936567182 1.2737751820094e-10
"34246" "cg25027125" 0.0282593034473684 0.00669960282533906 4.10830204308568e-05 204 0.0325696516575824 0.0068872451374763 5.31279707383496e-06 187 0.0297950439294927 0.00785599831203566 0.000220722378810116 182 573 0.0302026482027616 0.00409738884319288 1.69106498849314e-13 0.204947268170437 0.902601947365227 0 0.102473634085219 1.30598533254198e-10
"34638" "cg25341560" -0.0214270909098896 0.0053503979958466 9.47285150957791e-05 204 -0.0222012114168889 0.00568194911658523 0.000142926114950223 187 -0.0277006213774627 0.00570012306308775 3.10330481340557e-06 182 573 -0.0236721383716427 0.00321604435679807 1.83033274608104e-13 0.742560743197897 0.689850499954583 0 0.371280371598948 1.38526903554397e-10
"14371" "cg09467345" 0.00703080941977654 0.00189606830532803 0.000287273764303654 204 0.00763428512605089 0.00168561472279955 1.23072449052115e-05 187 0.00841170197438449 0.00189741160800707 1.849382628173e-05 183 574 0.00768724076696612 0.00104951102736356 2.39625447319771e-13 0.266629077905997 0.875189767537733 0 0.133314538952999 1.7780208191127e-10
"13204" "cg08568554" 0.0132351700161951 0.00323860933763409 6.87992857872051e-05 205 0.0147854112076163 0.00309855009389532 4.40118416704041e-06 188 0.0136530140849859 0.00363746286508931 0.000253922268008938 183 576 0.0139369626590623 0.00190665939121029 2.67891553004299e-13 0.128028754871682 0.937991513520977 0 0.0640143774358412 1.94952925938244e-10
"36421" "cg26728282" -0.0134683162890075 0.00351824723428952 0.000184370653726548 205 -0.0151382015481416 0.00346699305955883 2.38499742113725e-05 188 -0.0174925684663705 0.00390301656690032 1.51650319999759e-05 183 576 -0.0152237520864513 0.00208683650670417 2.98361836437299e-13 0.58746935180656 0.745474257490076 0 0.29373467590328 2.13030351216231e-10
"37515" "cg27537125" -0.00615441952335411 0.00150451448516081 6.77460682504628e-05 205 -0.00692720674618252 0.00158058623997635 2.23264625731871e-05 188 -0.00597083330332457 0.00143026547371736 5.19091013007173e-05 183 576 -0.00631941061079763 0.000866816439078034 3.09110108592001e-13 0.219293045858998 0.896150848094386 0 0.109646522929499 2.1661749498775e-10
"21713" "cg14897188" -0.010073817681042 0.00229446855169665 2.03772944015994e-05 205 -0.00982871362433973 0.00227419303962706 2.85374340208706e-05 188 -0.00932859880095298 0.00243722336527558 0.000193706565815354 183 576 -0.00976048806939369 0.00134638469677933 4.18606178686773e-13 0.050950040900013 0.974846729894228 0 0.0254750204500065 2.85251804885516e-10
"32369" "cg23540651" -0.00500178681817293 0.0012860593374345 0.000146673826228705 205 -0.00578147967581236 0.00129404276301823 1.57774057920738e-05 188 -0.00543003724647015 0.00129309847151114 4.71393694723401e-05 183 576 -0.00540278320163097 0.000745389266914811 4.22126237344456e-13 0.183306652595461 0.912421407230086 0 0.0916533262977307 2.85251804885516e-10
"18931" "cg13038618" -0.0152250470769776 0.00319024403270505 4.05131468813204e-06 205 -0.0126453780214436 0.00343574503641825 0.000327197278124978 188 -0.0158953309720841 0.00390046333680883 7.63044398401157e-05 183 576 -0.0145234882646531 0.00200522190715345 4.39406452870239e-13 0.470874765356988 0.79022514324149 0 0.235437382678494 2.9171963139501e-10
"36480" "cg26780915" 0.00778603870577834 0.00197107027254553 0.000116457781840743 205 0.0092439096339068 0.00203482727042679 1.15703999826446e-05 188 0.00903170394368639 0.00223498504810038 8.69847815585932e-05 183 576 0.00864638969442111 0.00119599622395062 4.84969555760552e-13 0.306473339734269 0.857926652395302 0 0.153236669867135 3.13971933343198e-10
"18075" "cg12331425" 0.01056753577992 0.00233639665234971 1.1756968833903e-05 205 0.00956984576610015 0.00266190534457706 0.000443314629306914 188 0.0110254807494174 0.00252805111715641 2.47537816923825e-05 183 576 0.010423713377772 0.00144218986742347 4.91248227299603e-13 0.16334585979479 0.921573328492245 0 0.0816729298973952 3.13971933343198e-10
"8128" "cg05157251" -0.0127199093169126 0.00292473989435129 2.41406024942954e-05 205 -0.0111258773745096 0.00284162054245205 0.000138324646118528 188 -0.0137669340225029 0.00321267154966861 3.35638883060098e-05 183 576 -0.0124356813970972 0.00172098856761096 4.97815020363403e-13 0.393612795601046 0.821349633016307 0 0.196806397800523 3.13971933343198e-10
"25376" "cg17786255" 0.0188859479111154 0.00419888046993792 1.30619860694869e-05 205 0.0176140158009685 0.00473266238751267 0.000282031005952567 188 0.0180286013518068 0.00436340884024782 6.13391619665529e-05 183 576 0.0182243168368113 0.00254915421706465 8.73091509187246e-13 0.043470602679195 0.978499208204391 0 0.0217353013395975 5.37753549778781e-10
"31504" "cg22874893" -0.00483370188301666 0.0011682189394816 5.63364667948841e-05 205 -0.00535111301833765 0.00120833290133354 1.85289549235039e-05 188 -0.00489387137816447 0.00128774457388699 0.000214039905791998 183 576 -0.00502703274963779 0.000703480122345347 8.93765436421916e-13 0.110014164440769 0.946478444760812 0 0.0550070822203843 5.37753549778781e-10
"22388" "cg15474579" -0.0212260800557701 0.00485912732746445 2.2317735806098e-05 205 -0.0178064384995633 0.00507205466030173 0.000595461980876318 188 -0.0235154719934527 0.00522168933655674 1.38763801588839e-05 183 576 -0.0208107973764521 0.00291234482545511 8.95261181651688e-13 0.62645788034308 0.731082519250718 0 0.31322894017154 5.37753549778781e-10
"37348" "cg27420590" 0.0179626714709081 0.00412037974991489 2.31373961986426e-05 205 0.0193297265429047 0.00469967944981012 6.50888035389528e-05 188 0.0192628758626196 0.00497477794662365 0.000164317189556495 183 576 0.0187541240366154 0.00262990809382702 9.95736769091039e-13 0.0623546529406881 0.96930367463609 0 0.0311773264703441 5.88760481499111e-10
"21040" "cg14429847" -0.00834577490716139 0.00212284459841802 0.000125059503959508 205 -0.00919674879702337 0.0021748672733659 4.13735891319897e-05 188 -0.00792692589432007 0.00191179893984572 5.79683626101985e-05 183 576 -0.00843816358501361 0.00118936652838534 1.2966006324665e-12 0.195061905325607 0.907074264757424 0 0.0975309526628033 7.54860940519961e-10
"21097" "cg14473102" -0.0129899283847186 0.00297392045992171 2.23490886600716e-05 205 -0.0138520156345861 0.00312351383248133 1.80622710468056e-05 188 -0.0105621582640372 0.00302764434230397 0.000647646956648254 183 576 -0.0124463182972236 0.00175504180040041 1.32426251759554e-12 0.623227227824714 0.732264410354571 0 0.311613613912357 7.55289751251789e-10
"27702" "cg19716073" 0.0120224269824237 0.00354106766777885 0.000863378506043939 205 0.0155785248622498 0.00323964999820361 3.75366019758469e-06 188 0.0152405921344034 0.00378022277893342 9.01607501879404e-05 183 576 0.014324500862356 0.0020202671408638 1.33725525431716e-12 0.63120291215622 0.729350070288779 0 0.31560145607811 7.55289751251789e-10
"5195" "cg03188382" -0.0145495002561776 0.00347891575455505 4.76589244768325e-05 202 -0.0141435189426441 0.0035234736751224 9.58046062591821e-05 186 -0.0146039181514925 0.00358235409007015 7.66789186692043e-05 180 568 -0.0144314526149368 0.00203659550203137 1.37976817216187e-12 0.0101471022581164 0.994939297592738 0 0.00507355112905819 7.67840987808082e-10
"23147" "cg16075139" 0.0128077117329415 0.00307538073241467 5.06571569319264e-05 205 0.0122990756857841 0.00329155427851009 0.000267362250033027 188 0.0157530953501541 0.00357474900398291 2.05950190612183e-05 183 576 0.0134720361046761 0.0019024868433482 1.42832191854213e-12 0.580826360799881 0.747954463600702 0 0.290413180399941 7.79976233670284e-10
"2967" "cg01802117" -0.00598849288649155 0.00137220610788239 2.2776213589172e-05 204 -0.00628427356860268 0.00158022672746966 0.000110037414461955 187 -0.00544584861798378 0.00138621465413032 0.000133524509654333 182 573 -0.00587557934906361 0.000829898198801313 1.44279732458432e-12 0.169762417484204 0.918621402112103 0 0.0848812087421018 7.79976233670284e-10
"36950" "cg27096144" -0.0104027042291316 0.0025032320889788 5.24677281279332e-05 205 -0.0105959930770457 0.0025331677189853 4.9546019286401e-05 188 -0.0108000592045035 0.00277380439152751 0.000151711480140001 183 576 -0.0105862857375225 0.00149839647985656 1.60527548940016e-12 0.0113326991113037 0.994349673923827 0 0.00566634955565187 8.5558922633635e-10
"11048" "cg07116972" 0.00987948155453433 0.00229415715568979 2.87174687317135e-05 205 0.00969862602836475 0.00268311882093273 0.000413701774884143 188 0.0105594325745534 0.00249930509900519 4.26077695239737e-05 183 576 0.0100507120169768 0.00143003906098517 2.0909803376793e-12 0.0642206486907371 0.968399738118398 0 0.0321103243453685 1.09898441581194e-09
"31289" "cg22700505" -0.00602119791326986 0.00136885547792556 1.96996622413518e-05 205 -0.00556728236829697 0.0013681811845632 7.71184949041277e-05 188 -0.0053514716616545 0.00145918927698965 0.000346010621103188 183 576 -0.00565891639854578 0.000806465169260209 2.26782562359186e-12 0.118923291279587 0.942271673125335 0 0.0594616456397936 1.1756035239447e-09
"5722" "cg03530754" -0.0097254609580639 0.00264223456542271 0.000317185153007477 204 -0.0104437502739841 0.00290560896353765 0.000445430463952423 187 -0.0125227230728689 0.00259680160156883 3.64451237554456e-06 182 573 -0.0109447818924871 0.00156177813349026 2.41925026719643e-12 0.611927900925169 0.736413166331589 0 0.305963950462584 1.22317928637723e-09
"6303" "cg03914735" 0.0216867386327281 0.00503011894075778 2.81402360484767e-05 205 0.0213881878003176 0.00532462625626718 9.42267332004728e-05 188 0.0208294514386887 0.00548960511041865 0.000218787851000376 183 576 0.0213257560241797 0.0030432285346699 2.42424941806173e-12 0.0134612011070233 0.993291999206649 0 0.00673060055351165 1.22317928637723e-09
"23756" "cg16525738" 0.00289718486005731 0.000767789358451373 0.000226228058996405 204 0.00280939792685367 0.000753507275960836 0.000275991108776833 187 0.00349418710836747 0.000760265726071737 9.50382366769239e-06 182 573 0.00306647970904779 0.000439048156832925 2.86114153499986e-12 0.481514617852477 0.786032366280959 0 0.240757308926239 1.42462260483506e-09
"9198" "cg05878630" 0.0396924683372933 0.00976018809589929 7.43478022342223e-05 205 0.0383539456005491 0.0100561438343475 0.000201520544192589 188 0.042448214737106 0.0101067634535763 4.70034007105288e-05 183 576 0.0401478690447543 0.00575664687084016 3.07668494393503e-12 0.0858041838518448 0.958005181917784 0 0.0429020919259224 1.51205080062843e-09
"17935" "cg12194701" -0.00776292939365284 0.0018631731846296 5.02746274522851e-05 205 -0.00869600679965896 0.00170048117252756 9.79875119397457e-07 188 -0.00494012511867524 0.0018096091052099 0.00714035510101367 183 576 -0.00718872886049773 0.00103182479815917 3.23758427847575e-12 2.42468472839889 0.297499610214865 17.5150494175515 1.21234236419944 1.57072646494973e-09
